StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,customer_id,sat_overall,lik_recommend,review_text
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_6XBbFQ4CKPmRdFc,NA,NA,NA,NA,NA,NA,NA,NA,10453,Satisfied,Neither likely or unlikely,"This pump works and does have inside parts to work for both bike tire valves! Mine was set up for Presta Valves, a different bike valve than I have, but can be interchangeable to work for the standard ones most people have (Schrader Valves). I lost the instructions and thought it didn't work, but luckily found a helpful Amazon review to help me realize I needed to set it up properly for my valve type.

INSTRUCTIONS FOR SCHRADER SETUP: You have to unscrew the round donut cap first, then pull the rubber piece out, then deep inside you will find a hard plastic piece (possibly still stuck in the rubber piece). Turn that hard plastic piece around so the bigger hole is facing inside the pump and the little nipple is facing out toward you. Then put the rubber piece in, small hole in first to fit over the nipple, bigger hole out towards you. Then screw the round donut back on. Ta da! Now just lift the top lever on the back of the pump, place it on your bike tire valve, clamp the lever back down to seal it better, and pump away.

It absolutely works, I just tried it. =)"
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_9mEv3qkBEtticbc,NA,NA,NA,NA,NA,NA,NA,NA,3064,Satisfied,Somewhat likely,good item
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_4URyhAzUeUxtbSu,NA,NA,NA,NA,NA,NA,NA,NA,5476,Very satisfied,Somewhat likely,"I bought both the ""Green and Yellow"" versions of Gripmaster and use the green version to warm up and then go to the yellow. GO SLOW and don't try to do too much when getting started. Otherwise bigtime hand cramps, think claw. I have painful rheumatoid arthritis in my hands particularly so I started with one rep of 5 on the green until I could do one rep of 10 every 2nd day or so. It took a couple of weeks before I could move some of the exercises to the yellow version. Always remember to pause (stop) for 3-5 seconds during each exercise holding the springs compressed for optimal workouts.

Now I use the green to warm up then move onto the yellow. I also have the blue and red versions and mix in a single rep of 3-5 on some exercises. Here's a link to the exercises that has a pdf. format for printing out - [...] . I do all of the exercises and my hands are in great shape now. Oh, on the off days I massage both hands and all fingers, that helps a lot too. Hope this helps, it helped me, and I'm 62. 35 years ago I had powerful hands and grip I want that back."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_9zXfnwO9CFWceYC,NA,NA,NA,NA,NA,NA,NA,NA,8384,Very satisfied,Likely,"these gloves are well-made, soft, comfortable and durable - just what i was looking for.  it took only one 'wearing' for them to conform to my hand exactly and, since then, they fit perfectly.  plus, they won't cost you a small fortune...  highly recommended."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_7U7HHwavcfe3fL0,NA,NA,NA,NA,NA,NA,NA,NA,11141,Very satisfied,Likely,Thought these were wall balls I could use at kids Crossfit. They feel more like rubber basketballs - rough - instead of smooth and soft like wall balls. But I kept them and they use as wallballs just fine.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_1Bn8d8Kgay9YMqa,NA,NA,NA,NA,NA,NA,NA,NA,10686,Satisfied,Likely,They are alright
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_dg3A6YvCaBUQAE6,NA,NA,NA,NA,NA,NA,NA,NA,6314,Very satisfied,Neither likely or unlikely,"everything sticks to it, but its light weight and sturdy as hell with together, by pack is 100+ lbs and it gets dropped and kicked around with these on the outside, still holding up. i suppose the only reason for 3 stars is because its just cheap materials but hey, it works"
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_cLVRZ1SDSVuu3d4,NA,NA,NA,NA,NA,NA,NA,NA,8277,Very satisfied,Somewhat likely,perfect
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_3C0vwd62iTmxmvQ,NA,NA,NA,NA,NA,NA,NA,NA,5444,Satisfied,Somewhat likely,I purchased this lantern for my wife's friend.  She was very impressed with the quality and how bright it is.  I want one now.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_ahpWisGo1HQPmxE,NA,NA,NA,NA,NA,NA,NA,NA,8136,Very satisfied,Neither likely or unlikely,Perfect fit...very comfortable and high quality
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_eDNfLlP3OwkHszQ,NA,NA,NA,NA,NA,NA,NA,NA,4323,Satisfied,Likely,"The length of these tees is fine. But, I guess because they're ""biodegradable"", they feel like they're flexible -- almost like they contain some type of rubber component -- which wouldn't make sense since rubber isn't biodegradable. When I try to place one in the ground of harder tee boxes, they tend to bend a little and won't go in easily. So, they're just OK."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_7UtbbAEs86YgVvw,NA,NA,NA,NA,NA,NA,NA,NA,3736,Satisfied,Somewhat unlikely,Great stockings at a great price. I finally discovered that XL was the size I needed and no longer suffer from that pinching feeling behind my knees that the large size was giving me. What a relief. These are well made stockings. Very sturdy. I had my last pair for months and they looked and fit like the day I purchased them. Very pleased.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_5mBpWPkqd5aWeKW,NA,NA,NA,NA,NA,NA,NA,NA,2963,Very satisfied,Somewhat likely,"Very happy with this ball.  Wanted to get a good indoor ball and this one is perfect.  Only used a handful of times, so far."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_2tRo68306jxVHca,NA,NA,NA,NA,NA,NA,NA,NA,7470,Satisfied,Likely,"Not the best quality, I had problems getting one side open.  But after working with it for a while it seems to be okay.  I wouldn't buy them again."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_9TPa8FI4CIttpYO,NA,NA,NA,NA,NA,NA,NA,NA,3479,Very satisfied,Somewhat unlikely,"I bought this to replace my old MSR SweetWater Purifier, which had a  plastic part on the handle that broke (after many years of great service). This new one is very close in design to the old one but has a different type of plastic. However, if I don't hold the pump a certain way (I haven't figured the magic way yet), water shoots out the top of the handle when I pump water."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_0kS4IB6jUmY00zc,NA,NA,NA,NA,NA,NA,NA,NA,5624,Very satisfied,Neither likely or unlikely,"I have other spyderco blades and they are great (Delica 4, Rescue, Salt, Dragonfly)
This one is a lackluster.  It's sharp, but not a scalpel like all the others.  There is a lot of resistance when opening and closing the blade.  Using the spider-hole chips off my fingernail.

It's not worth of a spot as an EDC.  It's just taking up space in a drawer now.  Makes me sad.  How could you, spyderco, how could you do this to me?"
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_4PCSJhMxVTkNkWi,NA,NA,NA,NA,NA,NA,NA,NA,4925,Satisfied,Likely,"Was really excited to receive this knife in the mail. It's not super sharp out of the box but I will need to learn how to sharpen it correctly anyway, so better to start now. Good craftsmanship and I wouldn't doubt that it will last just as many have said."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_0AmXD8IRklg7WD4,NA,NA,NA,NA,NA,NA,NA,NA,7963,Very satisfied,Very likely,Hard to open. Wasn't as indestructible as I had hoped. Not really an improvement over Ziplocks.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_1M8ocLeuJ0jk3hc,NA,NA,NA,NA,NA,NA,NA,NA,4038,Very satisfied,Likely,Very well made. Now I have a place for everything and everything has a place. It's all right at my fingertips. Love this box...
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_e8NXF3uq1mI1LW6,NA,NA,NA,NA,NA,NA,NA,NA,5207,Very satisfied,Very likely,"so cute, so effective"
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_aXYQjk2DX5LZpoG,NA,NA,NA,NA,NA,NA,NA,NA,7162,Satisfied,Somewhat unlikely,A piece of history.  Nice used military knife.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_8ljsLouNf9JAGTY,NA,NA,NA,NA,NA,NA,NA,NA,3570,Satisfied,Unlikely,worked very well
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_9uxntzGydxCdjDM,NA,NA,NA,NA,NA,NA,NA,NA,4923,Satisfied,Neither likely or unlikely,My shooting has improved.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_ctI2TqKmKOZv8Eu,NA,NA,NA,NA,NA,NA,NA,NA,10755,Satisfied,Somewhat likely,"For the price, I am not sure you can do better than this. If you absolutely need a pot to cook in, and not one that will crumple if you look at it too hard, this is for you. I think a lot of people use this as a base container for their whole mess kit system, weight be damned. sometimes you need gear this rugged."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_4HhJhrtd3AQcyfY,NA,NA,NA,NA,NA,NA,NA,NA,3584,Very satisfied,Somewhat unlikely,Love them. I wear a 34 in most everything and they fit well. Legs are a little snug but I have fairly large legs so it was to be expected. Everything else about them are great and will definitely get another pair
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_d7lClaAy5vx5dDo,NA,NA,NA,NA,NA,NA,NA,NA,11397,Very satisfied,Somewhat unlikely,"Great pump, easy to use, easy to read."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_5j8sCJzZmetGA2W,NA,NA,NA,NA,NA,NA,NA,NA,1216,Satisfied,Unlikely,"I love this cover it met every bit of my expectations, and would reccomend this product to all. Great value"
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_0x3ZSLXhS1QX2Mm,NA,NA,NA,NA,NA,NA,NA,NA,3046,Satisfied,Somewhat likely,The red rubber piece was sliced. I just taped it up.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_0H5FRk2MWGzt9KS,NA,NA,NA,NA,NA,NA,NA,NA,6466,Very satisfied,Somewhat unlikely,"NBA dimensions only, no college or highschool settings."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_egQuON3KIEHes5w,NA,NA,NA,NA,NA,NA,NA,NA,1215,Satisfied,Neither likely or unlikely,love it
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_bOtZbVwD55WkToW,NA,NA,NA,NA,NA,NA,NA,NA,2028,Very satisfied,Neither likely or unlikely,We've gotten quite a bit of use out of this bed and (knock on wood) it hasn't sprung a leak yet.  We've used it quite a bit over the past year and have gotten way more use out of it without a leak than any of our previous air mattresses.  The built-in pump is very easy to use.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_00cdEbHcKWzHVRQ,NA,NA,NA,NA,NA,NA,NA,NA,3690,Very satisfied,Somewhat likely,"The Big 10 Mini Pennant set doesn't have Maryland or Rutgers University. Very dissappointed. Never would have bought the product if I knew it wasn't complete.

It has been public knowledge that Rutgers and Maryland were joining the big 10 in 2014. You would have thought by now the set would be updated."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_bjRKu7o0EGRlZno,NA,NA,NA,NA,NA,NA,NA,NA,10368,Satisfied,Neither likely or unlikely,a+
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_3ltjpGSuVJu3QZ8,NA,NA,NA,NA,NA,NA,NA,NA,1884,Satisfied,Unlikely,"The fabric is nice, its a little baggy so you might want to size down to make sure you can wear it under something without looking like you are going give birth."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_3WzdWwtZTdHwSZo,NA,NA,NA,NA,NA,NA,NA,NA,2603,Satisfied,Neither likely or unlikely,very good!!
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_ac5YCWzGN0CfEOy,NA,NA,NA,NA,NA,NA,NA,NA,8473,Very satisfied,Somewhat likely,"I LOVE this trampoline/rebounder.  My last one had begun breaking springs (I jog on the trampoline several times a week), and  rather than buy another spring one, figured I'd try this out.  Firstly, the smaller size compared to my original rebounder, is MUCH MUCH better - this is the perfect size if you need to store it away like I do.  Secondly, not have springs is a surprise pleasure: no more squeaking, and the bands seem to add more resistance, without pressure.  And lastly, although I don't need the folding feature, it's a great option to have.  Even though this is my first purchase of the stamina brand trampoline, thus far, I can only say good things about it."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_cA7rnrtLvQBnDkW,NA,NA,NA,NA,NA,NA,NA,NA,4934,Satisfied,Neither likely or unlikely,"Works an intended.
No obvious defects.
Great quality.
Would purchase again.
No issues after initial testing."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_er3ddz8igwh81Su,NA,NA,NA,NA,NA,NA,NA,NA,7656,Very satisfied,Somewhat unlikely,Great vest for the price- much more solid than I expected. Seems well constructed and it can definitely hold everything.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_2s2wkz4wxjF74rQ,NA,NA,NA,NA,NA,NA,NA,NA,6491,Very satisfied,Neither likely or unlikely,"Very comfortable and feels refreshing. However I was a bit surprised when the order arrived to find that it contained 1. Looking back at the description, it never stated that only 1 arm sleeve. It would make sense to package them in 2's since we have 2 arms."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_eyNuCqYfB8jCCQm,NA,NA,NA,NA,NA,NA,NA,NA,9209,Satisfied,Likely,I wear it under sheer tops and it's very comfortable
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_7aD0yBkHgqoesSO,NA,NA,NA,NA,NA,NA,NA,NA,1938,Satisfied,Somewhat likely,"They do what they need to do. They offer 5 high visibility diamond targets. Great for getting groups/target practice as well as to sight in your hunting rifle, or whatever you do.

Although, if you are strictly a hunter and rarely target shoot, these may be a waste, because you aren't going to be needing 100 of them. But for 20 dollars, they will certainly last anyone a decent amount of time, even if you regularly target shoot.

So in summary, just really good targets. I actually seen them on some shooting videos on youtube and liked how high visibility they were for target shooting, so I decided to ""pull the trigger"" on them, so to speak."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_eLNz2HkqUEf1nbo,NA,NA,NA,NA,NA,NA,NA,NA,11097,Satisfied,Somewhat unlikely,"I have 2 of these, one in brown for my 1911 and I purchased one in black for my Glock. I absolutely love the brown one, but the black one didn't seem to be nearly the same quality. The black holster feels very plastic-like compared to the brown, and it didn't fit my Glock very well - there was a large gap between the retention strap and the gun slide. The brown holster fits my 1911 like a glove and just seems to be higher quality."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_3Fet0O68wprHNFs,NA,NA,NA,NA,NA,NA,NA,NA,7228,Very satisfied,Likely,I bought this to have extra water when we go camping.  It is basically a blue gas can.  I haven't had any issues with it.  I like it because it loads easy in the truck and the rectangular shape makes packing it in easy.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_4315eDgTQSR7R5A,NA,NA,NA,NA,NA,NA,NA,NA,4647,Satisfied,Somewhat likely,"I got this press in a few weeks ago and I've used it quite a bit.  I've had an old RCBS Jr since the early 70's and the ram is as snug as it ever was but after tens of thousands of rounds of ammunition loaded through it, it was self polished so smoothly that the handle would fall driving the ram up which was not only aggravating but could result in pinched fingers.  The handle of the old press sticks out away from the press at an angle so it could fall and was also somewhat in the way when not actively using it.  The handle of this press lays back toward the press so it won't fall from it's own weight and it's out of the way.  The Amazon photo shows the press leaning forward, not the way it's actually mounted so it's a little misleading.  I got a Forster press a couple of years ago and it's also a great press but, without a lot of boring detail, I needed a conventional press for some jobs including some large cased cartridges.  This one is well made and well finished.  At least at one point, my understanding is that the casting for the press was done in China and the rough casting was machined and finished in the USA.  I don't know if the casting is still made in China or not.  The press was labeled made in USA.  In any case mine is well finished and operates  smoothly.  It's a big, solid press - honestly probably overkill if you're not loading some fairly large cases.  It makes for a long stroke of the handle to raise the ram.  Incidentally one gripe I've heard of this press is that the casting is so sorry they have to put in a steel insert to screw the die into.  Not so.  That black insert is a reducer or adapter for the standard 7/8"" X 14 TPI dies.  Screw that adapter out and the press will take the 1 1/4"" X 12 dies for cartridges based on the 50 BMG cartridge.  Much ink has been spilled about the primer seater.  While I have other options for seating primers, I have used the seater on this press and I find it works just fine.  In fact I like it better than the one on my old RCBS JR.  I think I do like the one on the Forster better.  And the ""horrendous"" primer catcher I read about - mine works as it's supposed to 90% of the time or better.  I've actually counted the number of times the primers has popped out of the catcher - 5 to 10% of the time.  That said my loading is done out in a workshop with a concrete floor so if a spent primer falls on the floor it gets swept up with the sawdust and what ever else may be on the floor.  If you want absolute control of your spent primers cause the wife doesn't like spent primers in the carpet, get a Forster - seriously.  The Rock Chucker Supreme a good press.  I like it.  It's big, heavy, solid and will do the job."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_6SBV07nE7p4jyKi,NA,NA,NA,NA,NA,NA,NA,NA,9313,Satisfied,Neither likely or unlikely,Ok. But it is too small.  A little short for being a large.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_4UaLgwldLciWK58,NA,NA,NA,NA,NA,NA,NA,NA,1253,Satisfied,Neither likely or unlikely,very good
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_3a6okKPQLZSojky,NA,NA,NA,NA,NA,NA,NA,NA,3484,Satisfied,Somewhat likely,Excellent quality. Seems very water resistant. I like that it is semi-opaque until white grease. Been using if for years. Time will tell whether it's as good as Phil Woods. Light weight grease like Phil Woods but blue instead of green
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_bQH8VRQK8OflsLI,NA,NA,NA,NA,NA,NA,NA,NA,3534,Very satisfied,Unlikely,"Haven't had any problems with this vault.  It keeps the gun secure, and opens without fail.  Not extremely loud as it opens, but does make a little noise."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_b9rRP0VPK1rqq7I,NA,NA,NA,NA,NA,NA,NA,NA,1419,Satisfied,Somewhat unlikely,"This is the second one I've purchased. It can be used as a hatchet, saw, and Zombie killer in a pinch! Same high quality as my earlier purchase. About the only downside is the weight, but that comes with the versatility and quality of the tool."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_1YsZEjQTx1c9N0G,NA,NA,NA,NA,NA,NA,NA,NA,6448,Very satisfied,Somewhat unlikely,Does what it is suppose to.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_9KPLzSl0dLJyC5o,NA,NA,NA,NA,NA,NA,NA,NA,7455,Satisfied,Somewhat unlikely,Works great!!!!
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_0SUKxnLX9ZvdOPY,NA,NA,NA,NA,NA,NA,NA,NA,11217,Very satisfied,Likely,"Good concept and works well, but it's a bit fragile. The cone developed a crack after a short period of time although it still functioned as it should."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_aWRGEzna5n5WSOO,NA,NA,NA,NA,NA,NA,NA,NA,3023,Very satisfied,Somewhat likely,A basic curl bar without paying a premium.  I found it to be a good purchase and it works just fine for me.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_cAxXRwkxEo25MMK,NA,NA,NA,NA,NA,NA,NA,NA,5960,Satisfied,Very likely,as advertised
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_cA1FqwV0a27BmWq,NA,NA,NA,NA,NA,NA,NA,NA,6615,Satisfied,Likely,It works fine but I should have gotten the heavy instead of the medium.  I guess my fingers were stronger than I thought.
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_6Pg2hH9xvtIzaaG,NA,NA,NA,NA,NA,NA,NA,NA,8261,Very satisfied,Unlikely,"I've tried them physically in a store, and found the shoes were smaller. So I bought a one size bigger, and it fits me just fine."
2021-02-09T06:12:04Z,2021-02-09T06:12:04Z,Imported,NA,NA,NA,TRUE,2021-02-09T06:12:05Z,R_cZVU3EoNQg5Oz54,NA,NA,NA,NA,NA,NA,NA,NA,6918,Very satisfied,Neither likely or unlikely,VERY slow to heat up.
